date,origin,destination,vessel_class,freight_rate
2025-12-10,Australia,Dhamra,Capesize,15.7
2025-12-11,Australia,Dhamra,Capesize,17.41
2025-12-12,Australia,Dhamra,Capesize,16.62
2025-12-13,Australia,Dhamra,Capesize,15.8
2025-12-14,Australia,Dhamra,Capesize,16.15
2025-12-15,Australia,Dhamra,Capesize,17.12
2025-12-16,Australia,Dhamra,Capesize,16.84
2025-12-17,Australia,Dhamra,Capesize,16.46
2025-12-18,Australia,Dhamra,Capesize,16.8
2025-12-19,Australia,Dhamra,Capesize,16.92
2025-12-20,Australia,Dhamra,Capesize,18.17
2025-12-21,Australia,Dhamra,Capesize,16.84
2025-12-22,Australia,Dhamra,Capesize,16.68
2025-12-23,Australia,Dhamra,Capesize,17.14
2025-12-24,Australia,Dhamra,Capesize,17.01
2025-12-25,Australia,Dhamra,Capesize,17.05
2025-12-26,Australia,Dhamra,Capesize,17.19
2025-12-27,Australia,Dhamra,Capesize,17.08
2025-12-28,Australia,Dhamra,Capesize,16.78
2025-12-29,Australia,Dhamra,Capesize,17.06
2025-12-30,Australia,Dhamra,Capesize,16.76
2025-12-31,Australia,Dhamra,Capesize,17.51
